bald eagle,new york,july 15
shoebill,missouri,may 22
little grebe,maine,june 30
heron,missouri,july 25
flamingo,new york,july 04
albatross,kentucky,september 03
shoebill,kentucky,august 22
heron,kentucky,july 02
bald eagle,new york,june 02
little grebe,kentucky,august 02
shoebill,maine,july 26
little grebe,missouri,september 23
little grebe,maine,november 03
long-tailed duck,missouri,august 22
vulture,michigan,june 21
long-tailed duck,michigan,july 09
flamingo,new york,august 18
long-tailed duck,new york,september 24
albatross,new york,april 17
common teal,missouri,july 25
stork,maine,september 06
stork,kansas,july 21
albatross,kansas,may 11
shoebill,kansas,october 26
heron,new york,june 08
vulture,maine,june 30
little grebe,kentucky,august 07
bald eagle,michigan,august 19
common teal,kansas,september 29
albatross,missouri,june 27
albatross,maine,august 21
bald eagle,maine,july 15
shoebill,maine,october 05
shoebill,new york,august 10
heron,kansas,june 23
long-tailed duck,missouri,june 09
long-tailed duck,michigan,august 08
shoebill,maine,august 11
long-tailed duck,maine,june 18
shoebill,kentucky,june 14
stork,new york,september 22
heron,maine,june 26
flamingo,missouri,may 27
heron,kansas,august 10
heron,maine,august 14
little grebe,michigan,july 19
albatross,kansas,june 25
common teal,kansas,august 11
albatross,missouri,july 31
heron,missouri,may 29
bald eagle,michigan,august 05
flamingo,kansas,may 12
albatross,missouri,august 15
flamingo,missouri,august 07
heron,michigan,may 09
bald eagle,kansas,july 07
stork,missouri,july 04
heron,kansas,april 09
albatross,kentucky,april 22
long-tailed duck,kentucky,june 03
long-tailed duck,kansas,june 13
stork,new york,august 27
heron,missouri,june 22
long-tailed duck,kansas,august 19
flamingo,kansas,april 16
albatross,kansas,september 25
shoebill,maine,july 13
albatross,michigan,august 05
flamingo,missouri,april 09
common teal,maine,june 14
common teal,kentucky,september 13
shoebill,kansas,september 16
vulture,missouri,june 24
stork,missouri,june 25
bald eagle,new york,june 27
common teal,michigan,august 31
common teal,new york,august 28
albatross,new york,june 08
flamingo,michigan,july 18
little grebe,michigan,september 18
stork,maine,august 03
little grebe,missouri,april 10
flamingo,michigan,october 11
little grebe,kansas,may 26
stork,new york,may 29
flamingo,kansas,june 25
vulture,kentucky,june 10
bald eagle,new york,july 29
long-tailed duck,new york,november 27
common teal,maine,july 02
shoebill,kansas,july 20
long-tailed duck,missouri,june 13
stork,kansas,july 21
common teal,maine,september 28
common teal,kentucky,march 16
flamingo,michigan,july 09
flamingo,kansas,july 17
heron,michigan,may 12
shoebill,new york,july 22
flamingo,kentucky,august 23
long-tailed duck,kentucky,june 03
vulture,missouri,july 20
albatross,missouri,july 09
stork,missouri,july 08
flamingo,new york,september 03
vulture,kentucky,june 25
long-tailed duck,maine,april 18
long-tailed duck,missouri,july 15
stork,new york,october 07
stork,kansas,august 14
shoebill,missouri,may 30
flamingo,kentucky,september 24
flamingo,maine,august 04
little grebe,kansas,june 14
common teal,new york,september 12
vulture,michigan,july 15
bald eagle,kansas,july 08
shoebill,new york,may 18
little grebe,new york,july 17
albatross,missouri,june 22
stork,kentucky,june 08
bald eagle,maine,june 26
heron,kentucky,july 27
albatross,new york,may 05
long-tailed duck,michigan,april 09
flamingo,new york,july 10
little grebe,kentucky,march 03
vulture,kansas,september 07
stork,missouri,october 17
long-tailed duck,maine,october 11
stork,missouri,may 19
shoebill,missouri,august 22
shoebill,michigan,july 15
heron,missouri,august 21
long-tailed duck,new york,august 25
flamingo,michigan,june 27
albatross,kentucky,july 30
stork,kansas,august 09
little grebe,maine,june 13
shoebill,missouri,september 19
little grebe,new york,august 18
stork,new york,october 08
heron,kansas,july 19
bald eagle,kansas,april 30
bald eagle,michigan,august 05
shoebill,new york,july 30
long-tailed duck,missouri,august 17
flamingo,missouri,november 27
flamingo,michigan,july 24
flamingo,maine,september 09
albatross,missouri,september 25
long-tailed duck,missouri,august 30
heron,kansas,july 21
long-tailed duck,maine,september 17
stork,kansas,august 16
common teal,new york,september 03
albatross,kentucky,june 03
long-tailed duck,missouri,august 17
flamingo,michigan,july 24
little grebe,kansas,july 06
shoebill,kansas,july 23
heron,maine,june 22
albatross,missouri,august 02
shoebill,kentucky,november 27
vulture,maine,october 03
shoebill,michigan,june 04
stork,kentucky,june 20
vulture,missouri,july 06
vulture,kansas,august 27
bald eagle,kansas,may 30
stork,michigan,august 08
common teal,kentucky,july 17
little grebe,new york,june 13
long-tailed duck,new york,march 25
bald eagle,new york,june 18
vulture,michigan,june 11
long-tailed duck,missouri,october 14
little grebe,kentucky,april 19
vulture,new york,july 12
little grebe,missouri,august 19
heron,maine,june 06
heron,maine,august 16
vulture,new york,june 25
common teal,michigan,september 28
vulture,new york,august 29
heron,kentucky,july 16
long-tailed duck,michigan,july 23
little grebe,maine,may 21
common teal,missouri,april 03
little grebe,maine,july 22
long-tailed duck,michigan,june 09
heron,michigan,september 14
stork,new york,september 22
flamingo,new york,august 02
shoebill,new york,april 19
shoebill,missouri,june 05
long-tailed duck,missouri,june 21
common teal,michigan,may 09
long-tailed duck,kansas,june 27
heron,maine,july 16
vulture,missouri,june 07
flamingo,kentucky,august 30
shoebill,kentucky,june 10
common teal,missouri,june 23
shoebill,maine,june 04
albatross,michigan,july 10
little grebe,maine,july 22
little grebe,missouri,july 29
albatross,new york,september 01
common teal,kentucky,june 11
stork,kentucky,may 27
albatross,kentucky,may 14
bald eagle,new york,july 25
long-tailed duck,missouri,july 09
shoebill,kentucky,july 16
shoebill,kansas,october 21
albatross,michigan,september 21
stork,missouri,may 29
flamingo,missouri,august 01
long-tailed duck,kansas,july 25
little grebe,new york,october 01
heron,michigan,august 04
flamingo,kentucky,july 09
vulture,new york,june 11
stork,michigan,april 30
long-tailed duck,missouri,june 19
shoebill,kansas,september 11
albatross,kansas,september 16
long-tailed duck,missouri,august 16
little grebe,michigan,september 09
heron,missouri,august 11
common teal,new york,july 19
vulture,new york,august 10
flamingo,kentucky,july 26
common teal,kentucky,may 26
shoebill,kentucky,july 15
little grebe,new york,september 11
albatross,missouri,october 15
shoebill,missouri,july 21
common teal,kentucky,may 30
bald eagle,kansas,april 21
vulture,kansas,july 29
albatross,new york,august 19
little grebe,maine,august 07
heron,new york,june 26
flamingo,michigan,august 11
heron,missouri,may 01
stork,kansas,september 26
common teal,missouri,september 21
common teal,michigan,july 31
heron,maine,september 06
shoebill,missouri,july 17
stork,kansas,august 21
heron,michigan,may 23
shoebill,maine,july 11
albatross,kentucky,september 17
flamingo,michigan,august 26
shoebill,kentucky,july 31
albatross,michigan,july 31
long-tailed duck,kentucky,june 09
stork,kansas,july 18
shoebill,new york,august 07
common teal,kentucky,may 25
shoebill,new york,june 04
long-tailed duck,maine,june 23
stork,kansas,july 23
little grebe,kansas,july 03
bald eagle,kansas,june 21
vulture,michigan,june 29
bald eagle,michigan,september 11
heron,maine,july 06
common teal,michigan,july 19
stork,michigan,june 24
long-tailed duck,kansas,july 02
little grebe,missouri,november 04
bald eagle,new york,july 28
albatross,michigan,august 19
long-tailed duck,maine,june 25
flamingo,michigan,september 07
shoebill,kansas,august 18
heron,kentucky,october 17
common teal,michigan,april 22
stork,michigan,may 04
albatross,kentucky,june 13
bald eagle,maine,june 22
little grebe,new york,july 27
vulture,missouri,july 26
little grebe,maine,june 15
shoebill,new york,june 13
stork,missouri,july 07
little grebe,new york,june 27
little grebe,kansas,october 29
vulture,michigan,august 16
flamingo,kansas,july 25
shoebill,missouri,june 27
little grebe,maine,august 27
little grebe,michigan,may 24
long-tailed duck,kansas,august 02
stork,maine,september 26
common teal,kansas,july 15
long-tailed duck,maine,september 03
flamingo,new york,may 31
stork,kansas,august 19
stork,kansas,june 19
little grebe,new york,july 27
vulture,maine,june 05
vulture,kentucky,july 29
heron,michigan,june 19
bald eagle,michigan,june 25
common teal,kentucky,july 07
bald eagle,michigan,august 27
little grebe,new york,july 04
long-tailed duck,kentucky,october 18
heron,kentucky,july 06
stork,new york,july 12
albatross,new york,august 23
albatross,michigan,july 23
heron,kentucky,august 09
vulture,new york,june 23
little grebe,kentucky,june 30
shoebill,kansas,july 09
flamingo,new york,october 03
little grebe,kentucky,april 01
albatross,missouri,july 10
albatross,missouri,august 10
albatross,missouri,june 19
shoebill,kentucky,may 25
stork,new york,june 05
heron,missouri,may 23
shoebill,michigan,august 27
long-tailed duck,michigan,july 30
long-tailed duck,missouri,february 01
stork,maine,july 18
flamingo,michigan,may 15
bald eagle,missouri,october 10
heron,new york,april 08
little grebe,maine,july 23
heron,kansas,july 14
bald eagle,kentucky,july 03
vulture,kentucky,july 17
common teal,maine,september 28
vulture,kansas,july 18
shoebill,missouri,september 06
stork,kentucky,september 14
flamingo,new york,august 17
little grebe,kentucky,july 26
stork,kansas,may 24
vulture,missouri,april 06
vulture,michigan,september 12
stork,maine,september 01
bald eagle,kentucky,august 15
heron,new york,july 24
common teal,kentucky,june 11
shoebill,missouri,august 03
little grebe,kentucky,may 05
long-tailed duck,kentucky,may 25
heron,maine,june 09
little grebe,kentucky,september 29
albatross,kansas,june 11
bald eagle,maine,june 25
long-tailed duck,kentucky,june 14
long-tailed duck,new york,september 16
albatross,michigan,june 02
flamingo,kentucky,july 24
shoebill,new york,april 23
little grebe,kansas,june 21
stork,maine,august 09
little grebe,new york,july 22
stork,missouri,october 06
heron,maine,august 22
shoebill,new york,september 17
long-tailed duck,kentucky,september 22
albatross,missouri,july 02
vulture,maine,november 03
flamingo,kentucky,may 08
little grebe,maine,august 08
long-tailed duck,kentucky,july 19
long-tailed duck,kentucky,june 15
little grebe,kansas,august 10
long-tailed duck,maine,may 10
little grebe,kansas,june 04
heron,kansas,july 10
shoebill,michigan,may 28
stork,maine,july 12
heron,maine,july 20
stork,new york,august 21
long-tailed duck,missouri,july 06
stork,new york,april 16
albatross,kansas,march 02
vulture,new york,july 29
flamingo,kansas,august 22
heron,michigan,july 12
flamingo,kansas,august 19
albatross,kentucky,august 07
shoebill,michigan,september 06
flamingo,michigan,may 24
shoebill,kansas,april 04
long-tailed duck,maine,july 21
shoebill,missouri,july 14
little grebe,michigan,june 25
little grebe,new york,july 05
bald eagle,maine,august 09
flamingo,missouri,june 26
heron,kentucky,october 08
flamingo,maine,october 09
stork,kentucky,july 04
stork,kentucky,may 18
stork,michigan,august 27
vulture,maine,june 24
stork,kentucky,september 01
long-tailed duck,missouri,june 30
long-tailed duck,kansas,june 16
shoebill,maine,july 11
vulture,maine,july 01
vulture,michigan,april 22
flamingo,missouri,september 15
flamingo,kansas,september 17
stork,kansas,october 09
flamingo,kentucky,may 31
stork,maine,july 21
heron,maine,may 27
bald eagle,missouri,august 02
common teal,kansas,august 18
long-tailed duck,kansas,august 04
albatross,missouri,june 02
flamingo,missouri,october 23
little grebe,missouri,july 25
albatross,michigan,august 23
common teal,kentucky,june 18
vulture,missouri,july 16
common teal,kansas,september 27
flamingo,kansas,september 01
stork,michigan,march 08
heron,michigan,may 26
albatross,kansas,august 07
vulture,kansas,august 12
shoebill,michigan,august 13
long-tailed duck,maine,july 12
stork,maine,june 25
flamingo,missouri,july 28
bald eagle,kentucky,august 16
long-tailed duck,kentucky,july 13
long-tailed duck,maine,august 19
long-tailed duck,michigan,april 16
common teal,kansas,may 31
long-tailed duck,kentucky,august 11
shoebill,michigan,march 29
albatross,michigan,february 02
albatross,kentucky,august 07
little grebe,michigan,october 14
shoebill,new york,july 05
flamingo,maine,july 23
vulture,kentucky,august 10
shoebill,kansas,june 28
bald eagle,michigan,september 09
albatross,missouri,august 01
stork,kentucky,march 24
albatross,missouri,september 09
stork,kentucky,april 13
albatross,michigan,august 01
albatross,maine,july 17
little grebe,michigan,october 05
albatross,kansas,may 08
heron,michigan,august 12
vulture,missouri,august 20
stork,new york,october 05
shoebill,kansas,august 19
albatross,kansas,may 28
shoebill,missouri,august 31
flamingo,missouri,july 24
shoebill,new york,july 11
flamingo,kansas,october 02
bald eagle,michigan,september 05
vulture,michigan,august 22
long-tailed duck,kentucky,april 15
shoebill,maine,may 22
little grebe,maine,june 23
stork,missouri,june 04
stork,new york,november 12
albatross,kentucky,july 26
shoebill,kentucky,july 07
stork,kansas,july 11
long-tailed duck,missouri,september 15
heron,michigan,july 10
albatross,new york,november 16
vulture,kansas,june 17
flamingo,missouri,june 07
shoebill,missouri,october 06
shoebill,missouri,november 06
common teal,kentucky,july 18
stork,maine,september 26
common teal,michigan,october 21
vulture,michigan,june 22
shoebill,michigan,july 08
common teal,michigan,july 06
common teal,new york,september 07
little grebe,kansas,july 14
heron,missouri,august 16
shoebill,kentucky,may 17
stork,michigan,july 13
vulture,kentucky,june 01
heron,missouri,july 13
little grebe,kansas,july 31
little grebe,maine,august 07
albatross,maine,july 08
bald eagle,kansas,september 24
common teal,new york,september 15
stork,missouri,may 26
common teal,michigan,june 25
stork,kansas,may 06
stork,missouri,april 23
long-tailed duck,missouri,september 19
common teal,missouri,may 05
vulture,kansas,august 11
heron,maine,june 02
common teal,kentucky,april 29
heron,maine,july 10
heron,kentucky,july 07
heron,maine,august 18
flamingo,missouri,september 04
stork,michigan,june 22
vulture,kentucky,august 11
flamingo,michigan,july 12
albatross,michigan,august 17
stork,kentucky,august 17
little grebe,new york,april 24
heron,kentucky,august 27
albatross,kentucky,june 13
bald eagle,missouri,june 11
albatross,michigan,july 28
stork,maine,august 21
common teal,michigan,august 01
heron,kentucky,february 08
flamingo,michigan,august 12
little grebe,maine,august 18
little grebe,kentucky,june 12
common teal,michigan,september 23
bald eagle,maine,july 20
long-tailed duck,missouri,july 31
little grebe,kansas,november 06
long-tailed duck,maine,june 27
